date,airport,direction,time,destination,flight,airline,duration,raw_text,scraped_at
2026-12-14,BKK,departure,00:05,CDG Paris,TG930,TG,12h 45m,00:05 | Thai Airways | CDG Paris | TG930 | 12h 45m | DETAILS,2026-02-02T17:28:16.455823
2026-12-14,BKK,arrival,02:30,HGH Hangzhou,VZ3537,VZ,4h 30m,02:30 | Vietjet Thailand | HGH Hangzhou | VZ3537 | 4h 30m | DETAILS,2026-02-02T17:29:30.758147
2026-12-14,BKK,arrival,02:35,MNL Manila,5J931,5J,3h 50m,02:35 | Cebu Pacific | MNL Manila | 5J931 | 3h 50m | DETAILS,2026-02-02T17:29:30.905209
2026-12-14,BKK,arrival,04:05,PVG Shanghai,FM847,FM,4h 50m,04:05 | Shanghai Airlines | PVG Shanghai | FM847 | 4h 50m | DETAILS,2026-02-02T17:29:31.046883
2026-12-14,BKK,arrival,04:20,IST Istanbul,TK58,TK,8h 50m,04:20 | Turkish Airlines | IST Istanbul | TK58 | 8h 50m | DETAILS,2026-02-02T17:29:31.195465
2026-12-14,BKK,arrival,04:45,PVG Shanghai,MU7389,MU,4h 35m,04:45 | China Eastern | PVG Shanghai | MU7389 | 4h 35m | DETAILS,2026-02-02T17:29:31.340649
2026-12-14,BKK,arrival,04:55,PNQ Pune,6E1095,6E,4h 15m,04:55 | IndiGo | PNQ Pune | 6E1095 | 4h 15m | DETAILS,2026-02-02T17:29:31.480624
2026-12-14,BKK,arrival,04:55,CCU Kolkata,VZ771,VZ,2h 35m,04:55 | Vietjet Thailand | CCU Kolkata | VZ771 | 2h 35m | DETAILS,2026-02-02T17:29:31.633941
2026-12-14,BKK,arrival,05:00,KIX Osaka,JL727,JL,6h 15m,05:00 | JAL | KIX Osaka | JL727 | 6h 15m | DETAILS,2026-02-02T17:29:31.777512
2026-12-14,BKK,arrival,05:05,HND Tokyo,JL33,JL,6h 55m,05:05 | JAL | HND Tokyo | JL33 | 6h 55m | DETAILS,2026-02-02T17:29:31.939795
2026-12-14,BKK,arrival,05:05,BOM Mumbai,TG318,TG,4h 15m,05:05 | Thai Airways | BOM Mumbai | TG318 | 4h 15m | DETAILS,2026-02-02T17:29:32.078386
2026-12-14,BKK,arrival,05:10,HND Tokyo,NH849,NH,7h 5m,05:10 | ANA | HND Tokyo | NH849 | 7h 5m | DETAILS,2026-02-02T17:29:32.220413
2026-12-14,BKK,arrival,05:10,KTM Kathmandu,TG310,TG,3h 30m,05:10 | Thai Airways | KTM Kathmandu | TG310 | 3h 30m | DETAILS,2026-02-02T17:29:32.355931
2026-12-14,BKK,arrival,05:20,IST Istanbul,TG901,TG,8h 50m,05:20 | Thai Airways | IST Istanbul | TG901 | 8h 50m | DETAILS,2026-02-02T17:29:32.499782
2026-12-14,BKK,arrival,05:25,HND Tokyo,TG661,TG,7h 5m,05:25 | Thai Airways | HND Tokyo | TG661 | 7h 5m | DETAILS,2026-02-02T17:29:32.646402
2026-12-14,BKK,arrival,05:30,PKX Beijing,VZ3719,VZ,5h 15m,05:30 | Vietjet Thailand | PKX Beijing | VZ3719 | 5h 15m | DETAILS,2026-02-02T17:29:32.789979
2026-12-14,BKK,arrival,05:30,DAC Dhaka,TG340,TG,2h 30m,05:30 | Thai Airways | DAC Dhaka | TG340 | 2h 30m | DETAILS,2026-02-02T17:29:32.931743
2026-12-14,BKK,arrival,05:40,MEL Melbourne,TG462,TG,9h 10m,05:40 | Thai Airways | MEL Melbourne | TG462 | 9h 10m | DETAILS,2026-02-02T17:29:33.078871
2026-12-14,BKK,arrival,05:45,ARN Stockholm,TG961,TG,10h 45m,05:45 | Thai Airways | ARN Stockholm | TG961 | 10h 45m | DETAILS,2026-02-02T17:29:33.216736
2026-12-14,BKK,arrival,05:50,CCU Kolkata,TG314,TG,2h 25m,05:50 | Thai Airways | CCU Kolkata | TG314 | 2h 25m | DETAILS,2026-02-02T17:29:33.356181
2026-12-14,BKK,arrival,05:55,MAA Chennai,TG338,TG,3h 25m,05:55 | Thai Airways | MAA Chennai | TG338 | 3h 25m | DETAILS,2026-02-02T17:29:33.511576
2026-12-14,BKK,arrival,05:55,MXP Milan,TG941,TG,10h 50m,05:55 | Thai Airways | MXP Milan | TG941 | 10h 50m | DETAILS,2026-02-02T17:29:33.648018
2026-12-14,BKK,arrival,05:55,AUH Abu Dhabi,EY408,EY,6h 5m,05:55 | Etihad | AUH Abu Dhabi | EY408 | 6h 5m | DETAILS,2026-02-02T17:29:33.804424
2026-12-14,BKK,arrival,06:00,CDG Paris,TG931,TG,11h 30m,06:00 | Thai Airways | CDG Paris | TG931 | 11h 30m | DETAILS,2026-02-02T17:29:34.008735
2026-12-14,BKK,arrival,06:05,HEL Helsinki,AY141,AY,11h 15m,06:05 | Finnair | HEL Helsinki | AY141 | 11h 15m | DETAILS,2026-02-02T17:29:34.179866
2026-12-14,BKK,arrival,06:05,DEL Delhi,TG316,TG,4h 15m,06:05 | Thai Airways | DEL Delhi | TG316 | 4h 15m | DETAILS,2026-02-02T17:29:34.348721
2026-12-14,BKK,arrival,06:10,BRU Brussels,TG935,TG,11h 0m,06:10 | Thai Airways | BRU Brussels | TG935 | 11h 0m | DETAILS,2026-02-02T17:29:34.526663
2026-12-14,BKK,arrival,06:10,LHE Lahore,TG346,TG,4h 25m,06:10 | Thai Airways | LHE Lahore | TG346 | 4h 25m | DETAILS,2026-02-02T17:29:34.663131
2026-12-14,BKK,arrival,06:10,CMB Colombo,TG308,TG,3h 40m,06:10 | Thai Airways | CMB Colombo | TG308 | 3h 40m | DETAILS,2026-02-02T17:29:34.781056
2026-12-14,BKK,arrival,06:10,MUC Munich,TG925,TG,10h 35m,06:10 | Thai Airways | MUC Munich | TG925 | 10h 35m | DETAILS,2026-02-02T17:29:34.893248
2026-12-14,BKK,arrival,06:10,ZRH Zurich,TG971,TG,10h 55m,06:10 | Thai Airways | ZRH Zurich | TG971 | 10h 55m | DETAILS,2026-02-02T17:29:35.060217
2026-12-14,BKK,arrival,06:10,KHI Karachi,TG342,TG,4h 35m,06:10 | Thai Airways | KHI Karachi | TG342 | 4h 35m | DETAILS,2026-02-02T17:29:35.205250
2026-12-14,BKK,arrival,06:15,DOH Doha,QR830,QR,6h 35m,06:15 | Qatar Airways | DOH Doha | QR830 | 6h 35m | DETAILS,2026-02-02T17:29:35.340028
2026-12-14,BKK,arrival,06:15,LHR London,TG911,TG,11h 25m,06:15 | Thai Airways | LHR London | TG911 | 11h 25m | DETAILS,2026-02-02T17:29:35.472096
2026-12-14,BKK,arrival,06:20,CMB Colombo,UL402,UL,3h 35m,06:20 | SriLankan Airlines | CMB Colombo | UL402 | 3h 35m | DETAILS,2026-02-02T17:29:35.625244
2026-12-14,BKK,arrival,06:20,OSL Oslo,TG955,TG,11h 0m,06:20 | Thai Airways | OSL Oslo | TG955 | 11h 0m | DETAILS,2026-02-02T17:29:35.785414
2026-12-14,BKK,arrival,06:20,CPH Copenhagen,TG951,TG,10h 30m,06:20 | Thai Airways | CPH Copenhagen | TG951 | 10h 30m | DETAILS,2026-02-02T17:29:35.955829
2026-12-14,BKK,arrival,06:25,FRA Frankfurt,TG921,TG,10h 40m,06:25 | Thai Airways | FRA Frankfurt | TG921 | 10h 40m | DETAILS,2026-02-02T17:29:36.129034
2026-12-14,BKK,arrival,06:25,BLR Bengaluru,TG326,TG,3h 45m,06:25 | Thai Airways | BLR Bengaluru | TG326 | 3h 45m | DETAILS,2026-02-02T17:29:36.277956
2026-12-14,BKK,arrival,06:30,HND Tokyo,NH877,NH,7h 5m,06:30 | ANA | HND Tokyo | NH877 | 7h 5m | DETAILS,2026-02-02T17:29:36.420561
2026-12-14,BKK,arrival,06:30,HYD Hyderabad,TG330,TG,3h 30m,06:30 | Thai Airways | HYD Hyderabad | TG330 | 3h 30m | DETAILS,2026-02-02T17:29:36.568797
2026-12-14,BKK,arrival,06:30,PVG Shanghai,VZ3525,VZ,5h 0m,06:30 | Vietjet Thailand | PVG Shanghai | VZ3525 | 5h 0m | DETAILS,2026-02-02T17:29:36.717802
2026-12-14,BKK,arrival,06:40,BOM Mumbai,VZ761,VZ,4h 15m,06:40 | Vietjet Thailand | BOM Mumbai | VZ761 | 4h 15m | DETAILS,2026-02-02T17:29:36.867171
2026-12-14,BKK,arrival,06:40,DOH Doha,QR838,QR,6h 35m,06:40 | Qatar Airways | DOH Doha | QR838 | 6h 35m | DETAILS,2026-02-02T17:29:37.038243
2026-12-14,BKK,arrival,06:45,MCT Muscat,WY817,WY,5h 40m,06:45 | Oman Air | MCT Muscat | WY817 | 5h 40m | DETAILS,2026-02-02T17:29:37.177898
2026-12-14,BKK,arrival,06:50,AMD Ahmedabad,TG344,TG,4h 15m,06:50 | Thai Airways | AMD Ahmedabad | TG344 | 4h 15m | DETAILS,2026-02-02T17:29:37.306070
2026-12-14,BKK,arrival,07:10,AUH Abu Dhabi,EY402,EY,6h 15m,07:10 | Etihad | AUH Abu Dhabi | EY402 | 6h 15m | DETAILS,2026-02-02T17:29:37.440340
2026-12-14,BKK,arrival,07:10,SHJ Sharjah,G9821,G9,6h 15m,07:10 | Air Arabia | SHJ Sharjah | G9821 | 6h 15m | DETAILS,2026-02-02T17:29:37.582317
2026-12-14,BKK,arrival,07:20,CPH Copenhagen,SK975,SK,11h 0m,07:20 | SAS | CPH Copenhagen | SK975 | 11h 0m | DETAILS,2026-02-02T17:29:37.726555
2026-12-14,BKK,arrival,07:30,CDG Paris,AF196,AF,11h 20m,07:30 | Air France | CDG Paris | AF196 | 11h 20m | DETAILS,2026-02-02T17:29:37.877741
2026-12-14,BKK,arrival,07:35,DXB Dubai,EK374,EK,6h 0m,07:35 | Emirates | DXB Dubai | EK374 | 6h 0m | DETAILS,2026-02-02T17:29:38.027277
2026-12-14,BKK,arrival,07:40,NOU Noumea,SB500,SB,10h 10m,07:40 | Aircalin | NOU Noumea | SB500 | 10h 10m | DETAILS,2026-02-02T17:29:38.184152
2026-12-14,BKK,arrival,07:50,DEL Delhi,AI2336,AI,4h 20m,07:50 | Air India | DEL Delhi | AI2336 | 4h 20m | DETAILS,2026-02-02T17:29:38.321946
2026-12-14,BKK,arrival,07:55,CNX Chiang Mai,VZ2105,VZ,1h 20m,07:55 | Vietjet Thailand | CNX Chiang Mai | VZ2105 | 1h 20m | DETAILS,2026-02-02T17:29:38.462856
2026-12-14,BKK,arrival,08:10,FCO Rome,AZ758,AZ,11h 0m,08:10 | ITA Airways | FCO Rome | AZ758 | 11h 0m | DETAILS,2026-02-02T17:29:38.599567
2026-12-14,BKK,arrival,08:15,USM Koh Samui,PG102,PG,1h 15m,08:15 | Bangkok Airways | USM Koh Samui | PG102 | 1h 15m | DETAILS,2026-02-02T17:29:38.733386
2026-12-14,BKK,arrival,08:15,SIN Singapore,TR608,TR,2h 35m,08:15 | Scoot | SIN Singapore | TR608 | 2h 35m | DETAILS,2026-02-02T17:29:38.940178
2026-12-14,BKK,arrival,08:20,CAN Guangzhou,9C8893,9C,3h 5m,08:20 | Spring Airlines | CAN Guangzhou | 9C8893 | 3h 5m | DETAILS,2026-02-02T17:29:39.256374
2026-12-14,BKK,arrival,08:20,SVO Moscow,SU270,SU,8h 55m,08:20 | Aeroflot | SVO Moscow | SU270 | 8h 55m | DETAILS,2026-02-02T17:29:39.445743
2026-12-14,BKK,arrival,08:25,SIN Singapore,SQ706,SQ,2h 25m,08:25 | Singapore Airlines | SIN Singapore | SQ706 | 2h 25m | DETAILS,2026-02-02T17:29:39.635606
2026-12-14,BKK,arrival,08:25,BOM Mumbai,TG352,TG,4h 15m,08:25 | Thai Airways | BOM Mumbai | TG352 | 4h 15m | DETAILS,2026-02-02T17:29:39.846106
2026-12-14,BKK,arrival,08:35,RGN Yangon,UB19,UB,1h 25m,08:35 | Myanmar National Airlines | RGN Yangon | UB19 | 1h 25m | DETAILS,2026-02-02T17:29:40.034688
2026-12-14,BKK,arrival,08:40,IST Istanbul,TK64,TK,8h 55m,08:40 | Turkish Airlines | IST Istanbul | TK64 | 8h 55m | DETAILS,2026-02-02T17:29:40.243478
2026-12-14,BKK,arrival,08:50,PEN Penang,TG426,TG,1h 45m,08:50 | Thai Airways | PEN Penang | TG426 | 1h 45m | DETAILS,2026-02-02T17:29:40.440431
2026-12-14,BKK,arrival,08:50,USM Koh Samui,PG110,PG,1h 35m,08:50 | Bangkok Airways | USM Koh Samui | PG110 | 1h 35m | DETAILS,2026-02-02T17:29:40.638053
2026-12-14,BKK,arrival,08:55,VTE Vientiane,QV441,QV,1h 15m,08:55 | Lao Airlines | VTE Vientiane | QV441 | 1h 15m | DETAILS,2026-02-02T17:29:40.847494
